label	text_a
1	111 should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ diltiazem ] classes), or 222 , such as disopyramide , are used concurrently.
1	111 should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ diltiazem ] classes), or antiarrhythmic_agents , such as 222 , are used concurrently.
0	ZEBETA should be used with care when 111 or inhibitors of AV conduction, such as certain 222 (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ diltiazem ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when 111 or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the 222 [ verapamil ] and benzothiazepine [ diltiazem ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when 111 or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ 222 ] and benzothiazepine [ diltiazem ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when 111 or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and 222 [ diltiazem ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when 111 or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ 222 ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when 111 or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ diltiazem ] classes), or 222 , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when 111 or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ diltiazem ] classes), or antiarrhythmic_agents , such as 222 , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain 111 (particularly of the 222 [ verapamil ] and benzothiazepine [ diltiazem ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain 111 (particularly of the phenylalkylamine [ 222 ] and benzothiazepine [ diltiazem ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain 111 (particularly of the phenylalkylamine [ verapamil ] and 222 [ diltiazem ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain 111 (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ 222 ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain 111 (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ diltiazem ] classes), or 222 , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain 111 (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ diltiazem ] classes), or antiarrhythmic_agents , such as 222 , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the 111 [ 222 ] and benzothiazepine [ diltiazem ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the 111 [ verapamil ] and 222 [ diltiazem ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the 111 [ verapamil ] and benzothiazepine [ 222 ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the 111 [ verapamil ] and benzothiazepine [ diltiazem ] classes), or 222 , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the 111 [ verapamil ] and benzothiazepine [ diltiazem ] classes), or antiarrhythmic_agents , such as 222 , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ 111 ] and 222 [ diltiazem ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ 111 ] and benzothiazepine [ 222 ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ 111 ] and benzothiazepine [ diltiazem ] classes), or 222 , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ 111 ] and benzothiazepine [ diltiazem ] classes), or antiarrhythmic_agents , such as 222 , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and 111 [ 222 ] classes), or antiarrhythmic_agents , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and 111 [ diltiazem ] classes), or 222 , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and 111 [ diltiazem ] classes), or antiarrhythmic_agents , such as 222 , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ 111 ] classes), or 222 , such as disopyramide , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ 111 ] classes), or antiarrhythmic_agents , such as 222 , are used concurrently.
0	ZEBETA should be used with care when myocardial_depressants or inhibitors of AV conduction, such as certain calcium_antagonists (particularly of the phenylalkylamine [ verapamil ] and benzothiazepine [ diltiazem ] classes), or 111 , such as 222 , are used concurrently.
3	Concurrent use of 111 increases the metabolic clearance of 222 , resulting in a shortened elimination half-life of ZEBETA .
0	Concurrent use of 111 increases the metabolic clearance of ZEBETA , resulting in a shortened elimination half-life of 222 .
0	There was no effect of 111 on prothrombin time in patients on stable doses of 222 .
1	If you are also using a 111 inhaler, take 222 first and then wait about # minutes before using the steroid inhaler.
1	If you are also using a steroid inhaler, take 111 first and then wait about # minutes before using the 222 inhaler.
2	This allows 111 to open air passages, increasing the effectiveness of the 222 .
2	In clinical trials in patients undergoing PTCA/PCI, co-administration of 111 with 222 , warfarin , thrombolytics or glycoprotein IIb/IIIa inhibitors was associated with increased risks of major bleeding events compared to patients not receiving these concomitant medications.
2	In clinical trials in patients undergoing PTCA/PCI, co-administration of 111 with heparin , 222 , thrombolytics or glycoprotein IIb/IIIa inhibitors was associated with increased risks of major bleeding events compared to patients not receiving these concomitant medications.
2	In clinical trials in patients undergoing PTCA/PCI, co-administration of 111 with heparin , warfarin , 222 or glycoprotein IIb/IIIa inhibitors was associated with increased risks of major bleeding events compared to patients not receiving these concomitant medications.
0	There is no experience with co-administration of 111 and plasma expanders such as 222 .
0	Among # subjects who received 111 in clinical trials and were tested for antibodies, # subjects had treatment-emergent positive 222 antibody tests.
1	Patients on oral 111 receiving 222 treatment may require close monitoring of their blood glucose levels and adjustment of the dose of their antidiabetic_medication .
0	Patients on oral 111 receiving VELCADE treatment may require close monitoring of their blood glucose levels and adjustment of the dose of their 222 .
0	Patients on oral antidiabetic_agents receiving 111 treatment may require close monitoring of their blood glucose levels and adjustment of the dose of their 222 .
0	Hormonal_Contraceptives , Including Oral, Injectable, Transdermal, and Implantable Contraceptives : An interaction study demonstrated that co-administration of 111 and the oral 222 Ortho-Novum produced average decreases of norethindrone and ethinyl_estradiol levels of 14% and 31%, respectively.
3	Hormonal_Contraceptives , Including Oral, Injectable, Transdermal, and Implantable Contraceptives : An interaction study demonstrated that co-administration of 111 and the oral hormonal_contraceptive 222 produced average decreases of norethindrone and ethinyl_estradiol levels of 14% and 31%, respectively.
0	Hormonal_Contraceptives , Including Oral, Injectable, Transdermal, and Implantable Contraceptives : An interaction study demonstrated that co-administration of 111 and the oral hormonal_contraceptive Ortho-Novum produced average decreases of 222 and ethinyl_estradiol levels of 14% and 31%, respectively.
0	Hormonal_Contraceptives , Including Oral, Injectable, Transdermal, and Implantable Contraceptives : An interaction study demonstrated that co-administration of 111 and the oral hormonal_contraceptive Ortho-Novum produced average decreases of norethindrone and 222 levels of 14% and 31%, respectively.
0	Hormonal_Contraceptives , Including Oral, Injectable, Transdermal, and Implantable Contraceptives : An interaction study demonstrated that co-administration of bosentan and the oral 111 222 produced average decreases of norethindrone and ethinyl_estradiol levels of 14% and 31%, respectively.
0	Hormonal_Contraceptives , Including Oral, Injectable, Transdermal, and Implantable Contraceptives : An interaction study demonstrated that co-administration of bosentan and the oral 111 Ortho-Novum produced average decreases of 222 and ethinyl_estradiol levels of 14% and 31%, respectively.
0	Hormonal_Contraceptives , Including Oral, Injectable, Transdermal, and Implantable Contraceptives : An interaction study demonstrated that co-administration of bosentan and the oral 111 Ortho-Novum produced average decreases of norethindrone and 222 levels of 14% and 31%, respectively.
0	Hormonal_Contraceptives , Including Oral, Injectable, Transdermal, and Implantable Contraceptives : An interaction study demonstrated that co-administration of bosentan and the oral hormonal_contraceptive 111 produced average decreases of 222 and ethinyl_estradiol levels of 14% and 31%, respectively.
0	Hormonal_Contraceptives , Including Oral, Injectable, Transdermal, and Implantable Contraceptives : An interaction study demonstrated that co-administration of bosentan and the oral hormonal_contraceptive 111 produced average decreases of norethindrone and 222 levels of 14% and 31%, respectively.
0	Hormonal_Contraceptives , Including Oral, Injectable, Transdermal, and Implantable Contraceptives : An interaction study demonstrated that co-administration of bosentan and the oral hormonal_contraceptive Ortho-Novum produced average decreases of 111 and 222 levels of 14% and 31%, respectively.
2	Therefore, 111 , including oral, injectable, transdermal, and implantable forms, may not be reliable when 222 is co-administered.
3	Steady-state 111 plasma concentrations were 3- to 4-fold higher than in the absence of 222 .
1	The concomitant administration of 111 and 222 is contraindicated.
3	Co-administration of 111 decreased the plasma concentrations of 222 (a CYP3A4 substrate) by approximately 50%.
0	111 : Co-administration of tacrolimus and 222 has not been studied in man.
0	Tacrolimus : Co-administration of 111 and 222 has not been studied in man.
3	Co-administration of 111 and 222 resulted in markedly increased plasma concentrations of bosentan in animals.
0	Co-administration of 111 and bosentan resulted in markedly increased plasma concentrations of 222 in animals.
1	Caution should be exercised if 111 and 222 are used together.
1	Therefore, the concomitant administration of 111 and 222 is contraindicated, and alternative hypoglycemic_agents should be considered.
0	Therefore, the concomitant administration of 111 and glyburide is contraindicated, and alternative 222 should be considered.
0	Therefore, the concomitant administration of TRACLEER and 111 is contraindicated, and alternative 222 should be considered.
3	Co-administration of 111 decreased the plasma concentrations of 222 by approximately 40%.
3	111 is also expected to reduce plasma concentrations of other oral 222 that are predominantly metabolized by CYP2C9 or CYP3A4.
0	111 : Co-administration of 222 # mg b,i,d, and ketoconazole , a potent CYP3A4 inhibitor, increased the plasma concentrations of bosentan by approximately 2-fold.
0	111 : Co-administration of bosentan # mg b,i,d, and ketoconazole , a potent CYP3A4 inhibitor, increased the plasma concentrations of 222 by approximately 2-fold.
3	Ketoconazole : Co-administration of 111 # mg b,i,d, and 222 , a potent CYP3A4 inhibitor, increased the plasma concentrations of bosentan by approximately 2-fold.
0	Ketoconazole : Co-administration of bosentan # mg b,i,d, and 111 , a potent CYP3A4 inhibitor, increased the plasma concentrations of 222 by approximately 2-fold.
0	111 and Other 222 : Co-administration of bosentan decreased the plasma concentrations of simvastatin (a CYP3A4 substrate), and its active -hydroxy acid metabolite, by approximately 50%.
0	111 and Other Statins : Co-administration of 222 decreased the plasma concentrations of simvastatin (a CYP3A4 substrate), and its active -hydroxy acid metabolite, by approximately 50%.
0	Simvastatin and Other 111 : Co-administration of 222 decreased the plasma concentrations of simvastatin (a CYP3A4 substrate), and its active -hydroxy acid metabolite, by approximately 50%.
0	Simvastatin and Other 111 : Co-administration of bosentan decreased the plasma concentrations of 222 (a CYP3A4 substrate), and its active -hydroxy acid metabolite, by approximately 50%.
3	Simvastatin and Other Statins : Co-administration of 111 decreased the plasma concentrations of 222 (a CYP3A4 substrate), and its active -hydroxy acid metabolite, by approximately 50%.
3	111 is also expected to reduce plasma concentrations of other 222 that have significant metabolism by CYP3A4, such as lovastatin and atorvastatin .
3	111 is also expected to reduce plasma concentrations of other statins that have significant metabolism by CYP3A4, such as 222 and atorvastatin .
3	111 is also expected to reduce plasma concentrations of other statins that have significant metabolism by CYP3A4, such as lovastatin and 222 .
0	Bosentan is also expected to reduce plasma concentrations of other 111 that have significant metabolism by CYP3A4, such as 222 and atorvastatin .
0	Bosentan is also expected to reduce plasma concentrations of other 111 that have significant metabolism by CYP3A4, such as lovastatin and 222 .
0	Bosentan is also expected to reduce plasma concentrations of other statins that have significant metabolism by CYP3A4, such as 111 and 222 .
1	Patients using CYP3A4 metabolized 111 should have cholesterol levels monitored after 222 is initiated to see whether the statin dose needs adjustment.
0	Patients using CYP3A4 metabolized statins should have cholesterol levels monitored after 111 is initiated to see whether the 222 dose needs adjustment.
0	111 : Co-administration of 222 # mg b,i,d, for # days decreased the plasma concentrations of both S-warfarin (a CYP2C9 substrate) and R-warfarin (a CYP3A4 substrate) by # and 38%, respectively.
3	Warfarin : Co-administration of 111 # mg b,i,d, for # days decreased the plasma concentrations of both 222 (a CYP2C9 substrate) and R-warfarin (a CYP3A4 substrate) by # and 38%, respectively.
3	Warfarin : Co-administration of 111 # mg b,i,d, for # days decreased the plasma concentrations of both S-warfarin (a CYP2C9 substrate) and 222 (a CYP3A4 substrate) by # and 38%, respectively.
0	Warfarin : Co-administration of bosentan # mg b,i,d, for # days decreased the plasma concentrations of both 111 (a CYP2C9 substrate) and 222 (a CYP3A4 substrate) by # and 38%, respectively.
0	Clinical experience with concomitant administration of 111 and 222 in patients with pulmonary arterial hypertension did not show clinically relevant changes in INR or warfarin dose (baseline vs, end of the clinical studies), and the need to change the warfarin dose during the trials due to changes in INR or due to adverse events was similar among bosentan - and placebo-treated patients.
0	Clinical experience with concomitant administration of 111 and warfarin in patients with pulmonary arterial hypertension did not show clinically relevant changes in INR or 222 dose (baseline vs, end of the clinical studies), and the need to change the warfarin dose during the trials due to changes in INR or due to adverse events was similar among bosentan - and placebo-treated patients.
0	Clinical experience with concomitant administration of 111 and warfarin in patients with pulmonary arterial hypertension did not show clinically relevant changes in INR or warfarin dose (baseline vs, end of the clinical studies), and the need to change the 222 dose during the trials due to changes in INR or due to adverse events was similar among bosentan - and placebo-treated patients.
0	Clinical experience with concomitant administration of bosentan and 111 in patients with pulmonary arterial hypertension did not show clinically relevant changes in INR or warfarin dose (baseline vs, end of the clinical studies), and the need to change the warfarin dose during the trials due to changes in INR or due to adverse events was similar among 222 - and placebo-treated patients.
0	Clinical experience with concomitant administration of bosentan and warfarin in patients with pulmonary arterial hypertension did not show clinically relevant changes in INR or 111 dose (baseline vs, end of the clinical studies), and the need to change the warfarin dose during the trials due to changes in INR or due to adverse events was similar among 222 - and placebo-treated patients.
0	Clinical experience with concomitant administration of bosentan and warfarin in patients with pulmonary arterial hypertension did not show clinically relevant changes in INR or warfarin dose (baseline vs, end of the clinical studies), and the need to change the 111 dose during the trials due to changes in INR or due to adverse events was similar among 222 - and placebo-treated patients.
0	Digoxin , Nimodipine and Losartan : 111 has no significant pharmacokinetic interactions with 222 and nimodipine , and losartan has no significant effect on plasma levels of bosentan .
0	Digoxin , Nimodipine and Losartan : 111 has no significant pharmacokinetic interactions with digoxin and 222 , and losartan has no significant effect on plasma levels of bosentan .
0	Digoxin , Nimodipine and Losartan : 111 has no significant pharmacokinetic interactions with digoxin and nimodipine , and 222 has no significant effect on plasma levels of bosentan .
0	Digoxin , Nimodipine and Losartan : Bosentan has no significant pharmacokinetic interactions with 111 and 222 , and losartan has no significant effect on plasma levels of bosentan .
0	Digoxin , Nimodipine and Losartan : Bosentan has no significant pharmacokinetic interactions with 111 and nimodipine , and 222 has no significant effect on plasma levels of bosentan .
0	Digoxin , Nimodipine and Losartan : Bosentan has no significant pharmacokinetic interactions with 111 and nimodipine , and losartan has no significant effect on plasma levels of 222 .
0	Digoxin , Nimodipine and Losartan : Bosentan has no significant pharmacokinetic interactions with digoxin and 111 , and 222 has no significant effect on plasma levels of bosentan .
0	Digoxin , Nimodipine and Losartan : Bosentan has no significant pharmacokinetic interactions with digoxin and 111 , and losartan has no significant effect on plasma levels of 222 .
0	Digoxin , Nimodipine and Losartan : Bosentan has no significant pharmacokinetic interactions with digoxin and nimodipine , and 111 has no significant effect on plasma levels of 222 .
1	Co-administration of 111 and aminoglycosides or other agents interfering with neuromuscular transmission (e,g,, 222 ) should only be performed with caution as the effect of the toxin may be potentiated.
0	Co-administration of 111 and aminoglycosides or other agents interfering with neuromuscular transmission (e,g,, curare-like_compounds ) should only be performed with caution as the effect of the 222 may be potentiated.
0	Co-administration of BOTOX and 111 or other agents interfering with neuromuscular transmission (e,g,, 222 ) should only be performed with caution as the effect of the toxin may be potentiated.
0	Co-administration of BOTOX and 111 or other agents interfering with neuromuscular transmission (e,g,, curare-like_compounds ) should only be performed with caution as the effect of the 222 may be potentiated.
0	Co-administration of BOTOX and aminoglycosides or other agents interfering with neuromuscular transmission (e,g,, 111 ) should only be performed with caution as the effect of the 222 may be potentiated.
1	Co-administration of 111 and aminoglycosides or other agents interfering with neuromuscular transmission (e,g,, 222 ) should only be performed with caution as the effect of the toxin may be potentiated.
0	Co-administration of 111 and aminoglycosides or other agents interfering with neuromuscular transmission (e,g,, curare-like_compounds ) should only be performed with caution as the effect of the 222 may be potentiated.
0	Co-administration of MYOBLOC and 111 or other agents interfering with neuromuscular transmission (e,g,, 222 ) should only be performed with caution as the effect of the toxin may be potentiated.
0	Co-administration of MYOBLOC and 111 or other agents interfering with neuromuscular transmission (e,g,, curare-like_compounds ) should only be performed with caution as the effect of the 222 may be potentiated.
0	Co-administration of MYOBLOC and aminoglycosides or other agents interfering with neuromuscular transmission (e,g,, 111 ) should only be performed with caution as the effect of the 222 may be potentiated.
2	111 toxicity may be aggravated by the initial release of norepinephrine caused by 222 Injection.
0	The pressor effects of 111 such as 222 or norepinephrine are enhanced by Bretylium_Tosylate .
0	The pressor effects of 111 such as dopamine or 222 are enhanced by Bretylium_Tosylate .
2	The pressor effects of 111 such as dopamine or norepinephrine are enhanced by 222 .
0	The pressor effects of catecholamines such as 111 or 222 are enhanced by Bretylium_Tosylate .
2	The pressor effects of catecholamines such as 111 or norepinephrine are enhanced by 222 .
2	The pressor effects of catecholamines such as dopamine or 111 are enhanced by 222 .
0	Although there is little published information on concomitant administration of 111 and 222 , these drugs are often administered concurrently without any evidence of interactions resulting in adverse effects or diminished efficacy.
1	Although specific drug interaction studies have not been conducted with 111 , the possibility of an additive or potentiating effect with 222 ( alcohol , barbiturates , opiates , sedatives , or anesthetics ) should be considered.
1	Although specific drug interaction studies have not been conducted with 111 , the possibility of an additive or potentiating effect with CNS_depressants ( 222 , barbiturates , opiates , sedatives , or anesthetics ) should be considered.
1	Although specific drug interaction studies have not been conducted with 111 , the possibility of an additive or potentiating effect with CNS_depressants ( alcohol , 222 , opiates , sedatives , or anesthetics ) should be considered.
1	Although specific drug interaction studies have not been conducted with 111 , the possibility of an additive or potentiating effect with CNS_depressants ( alcohol , barbiturates , 222 , sedatives , or anesthetics ) should be considered.
1	Although specific drug interaction studies have not been conducted with 111 , the possibility of an additive or potentiating effect with CNS_depressants ( alcohol , barbiturates , opiates , 222 , or anesthetics ) should be considered.
1	Although specific drug interaction studies have not been conducted with 111 , the possibility of an additive or potentiating effect with CNS_depressants ( alcohol , barbiturates , opiates , sedatives , or 222 ) should be considered.
0	Caution in using concomitant drugs such as 111 (ophthalmic and systemic), 222 and/or cardiac_glycosides is advised.
0	Caution in using concomitant drugs such as 111 (ophthalmic and systemic), anti-hypertensives and/or 222 is advised.
0	Caution in using concomitant drugs such as beta-blockers (ophthalmic and systemic), 111 and/or 222 is advised.
2	111 have been reported to blunt the hypotensive effect of systemic 222 ,It is not known whether the concurrent use of these agents with ALPHAGAN_P in humans can lead to resulting interference with the IOP lowering effect.
0	111 have been reported to blunt the hypotensive effect of systemic clonidine ,It is not known whether the concurrent use of these agents with 222 in humans can lead to resulting interference with the IOP lowering effect.
0	Tricyclic_antidepressants have been reported to blunt the hypotensive effect of systemic 111 ,It is not known whether the concurrent use of these agents with 222 in humans can lead to resulting interference with the IOP lowering effect.
0	111 ( brinzolamide ophthalmic suspension) 1% contains a 222 .
0	AZOPT ( 111 ophthalmic suspension) 1% contains a 222 .
4	However, in patients treated with oral 111 , rare instances of drug interactions have occurred with high-dose 222 therapy.
0	The risk of using 111 in combination with other drugs has not been systematically evaluated, but 222 may potentiate the side effects of bromocriptine_mesylate .
2	The risk of using bromocriptine_mesylate in combination with other drugs has not been systematically evaluated, but 111 may potentiate the side effects of 222 .
4	111 may interact with 222 , butyrophenones , and certain other agents.
4	111 may interact with dopamine_antagonists , 222 , and certain other agents.
0	Bromocriptine_mesylate may interact with 111 , 222 , and certain other agents.
2	Compounds in these categories result in a decreased efficacy of 111 :  222 , haloperidol , metoclopramide , pimozide .
2	Compounds in these categories result in a decreased efficacy of 111 : phenothiazines , 222 , metoclopramide , pimozide .
2	Compounds in these categories result in a decreased efficacy of 111 : phenothiazines , haloperidol , 222 , pimozide .
2	Compounds in these categories result in a decreased efficacy of 111 : phenothiazines , haloperidol , metoclopramide , 222 .
0	Compounds in these categories result in a decreased efficacy of bromocriptine_mesylate : phenothiazines , 111 , 222 , pimozide .
0	Compounds in these categories result in a decreased efficacy of bromocriptine_mesylate : phenothiazines , 111 , metoclopramide , 222 .
0	Compounds in these categories result in a decreased efficacy of bromocriptine_mesylate : phenothiazines , haloperidol , 111 , 222 .
1	Concomitant use of 111 with other 222 is not recommended.
2	111 can interact with 222 or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or antihistamines ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
2	111 can interact with alcohol or other 222 (may potentiate the CNS depressant effects of either these medications or antihistamines ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
0	111 can interact with alcohol or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or 222 ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
2	111 can interact with alcohol or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or antihistamines ), 222 or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
0	111 can interact with alcohol or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or antihistamines ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with 222 ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
2	111 can interact with alcohol or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or antihistamines ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and 222 (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
0	111 can interact with alcohol or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or antihistamines ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with 222 may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
0	111 can interact with alcohol or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or antihistamines ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of 222 ).
0	Dexbrompheniramine can interact with 111 or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or 222 ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
0	Dexbrompheniramine can interact with 111 or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or antihistamines ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with 222 ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
0	Dexbrompheniramine can interact with 111 or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or antihistamines ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and 222 (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
0	Dexbrompheniramine can interact with 111 or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or antihistamines ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with 222 may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
0	Dexbrompheniramine can interact with 111 or other CNS_depressants (may potentiate the CNS depressant effects of either these medications or antihistamines ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of 222 ).
0	Dexbrompheniramine can interact with alcohol or other 111 (may potentiate the CNS depressant effects of either these medications or 222 ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
0	Dexbrompheniramine can interact with alcohol or other 111 (may potentiate the CNS depressant effects of either these medications or antihistamines ), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with 222 ), and monoamine_oxidase_(MAO)_inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines ).
